p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
TCEAL81	1.63916282233979e-11	0.333032712032232	0.383	0.16	3.18210678700824e-07	Fibroblasts	TCEAL8
TMED2	1.77482698696624e-11	0.380845297291246	0.645	0.365	3.44547162979756e-07	Fibroblasts	TMED2
SUCLG1	1.79876144881669e-11	0.282847232734967	0.418	0.176	3.49193560058784e-07	Fibroblasts	SUCLG1
MRPL16	2.14703682704718e-11	0.305030313319348	0.255	0.082	4.16804259234669e-07	Fibroblasts	MRPL16
PSMC5	2.29721697128562e-11	0.324155399860916	0.489	0.237	4.45958730635678e-07	Fibroblasts	PSMC5
BNIP3L	2.40308890995944e-11	0.327678523200588	0.567	0.287	4.66511650090426e-07	Fibroblasts	BNIP3L
SPTSSA	2.44878228755842e-11	0.27673193826967	0.39	0.163	4.75382105483715e-07	Fibroblasts	SPTSSA
GYPC1	2.58541160459326e-11	0.326434912889081	0.674	0.342	5.0190595479969e-07	Fibroblasts	GYPC
MGLL1	5.15343558466053e-11	0.334012712485702	0.284	0.098	1.00043645005015e-06	Fibroblasts	MGLL
HM13	6.66258214567833e-11	0.258153306659332	0.433	0.192	1.29340707194053e-06	Fibroblasts	HM13
SEC63	7.2421149775605e-11	0.335915792183475	0.397	0.175	1.40591178059382e-06	Fibroblasts	SEC63
LMAN11	7.47361422887418e-11	0.375714581235126	0.404	0.183	1.45085273025134e-06	Fibroblasts	LMAN1
NSRP11	8.066410800336e-11	0.291368406081653	0.34	0.136	1.56593232866923e-06	Fibroblasts	NSRP1
KDELR21	8.1203331688636e-11	0.331093998074536	0.617	0.34	1.57640027807149e-06	Fibroblasts	KDELR2
ERGIC3	8.42672745104003e-11	0.391719871784029	0.56	0.314	1.6358806000704e-06	Fibroblasts	ERGIC3
GRHPR	8.63801783062078e-11	0.297784313480346	0.326	0.129	1.67689840145841e-06	Fibroblasts	GRHPR
PDCD5	8.83342818637822e-11	0.251728935922272	0.461	0.213	1.7148334138216e-06	Fibroblasts	PDCD5
TUBA1A	8.93854358813152e-11	0.42799717283183	0.681	0.396	1.73523946676397e-06	Fibroblasts	TUBA1A
MCRIP1	9.75184121090215e-11	0.318999604999356	0.426	0.194	1.89312493427243e-06	Fibroblasts	MCRIP1
COPS2	1.02784977281136e-10	0.251630527799247	0.333	0.129	1.9953647639587e-06	Fibroblasts	COPS2
TNFSF13B1	1.06498597761977e-10	0.702035669348281	0.362	0.162	2.06745727835325e-06	Fibroblasts	TNFSF13B
SH3BGRL1	1.13516346266748e-10	0.341510625690534	0.773	0.464	2.20369283007639e-06	Fibroblasts	SH3BGRL
DMAC1	1.28987533625299e-10	0.271336826390834	0.426	0.193	2.50403499026794e-06	Fibroblasts	DMAC1
TNIP11	1.30427265069462e-10	0.260839648419162	0.355	0.144	2.53198449679347e-06	Fibroblasts	TNIP1
LINC01578	1.40382048852637e-10	0.307728407602952	0.44	0.201	2.72523671437623e-06	Fibroblasts	LINC01578
CHD6	1.55192556619273e-10	0.266576429951842	0.312	0.115	3.01275310164995e-06	Fibroblasts	CHD6
BAG31	1.85668110069513e-10	0.313967300587393	0.312	0.121	3.60437502077946e-06	Fibroblasts	BAG3
RO601	2.75151189353591e-10	0.332087758729587	0.369	0.157	5.34151003892127e-06	Fibroblasts	RO60
THBS1	2.80170758380049e-10	0.36079094869692	0.319	0.121	5.4389549324319e-06	Fibroblasts	THBS1
CDIPT	3.30153884755316e-10	0.264213797176013	0.348	0.143	6.40927736475495e-06	Fibroblasts	CDIPT
TMEM230	3.56322299535249e-10	0.399360650636371	0.603	0.367	6.91728480087779e-06	Fibroblasts	TMEM230
GABARAP1	4.54272038530118e-10	0.33351602606166	0.887	0.582	8.81878308398518e-06	Fibroblasts	GABARAP
WDR83OS1	4.58208990509194e-10	0.344441738386973	0.667	0.399	8.89521113275498e-06	Fibroblasts	WDR83OS
PDAP11	5.3319648151673e-10	0.287887599983371	0.404	0.189	1.03509432956843e-05	Fibroblasts	PDAP1
ZNHIT11	5.85428881195898e-10	0.291937862464134	0.567	0.299	1.1364930870656e-05	Fibroblasts	ZNHIT1
MYDGF1	6.20295987990404e-10	0.28993540274355	0.553	0.286	1.20418060148577e-05	Fibroblasts	MYDGF
CDK4	6.92896479907119e-10	0.318127174328362	0.284	0.109	1.34511993644369e-05	Fibroblasts	CDK4
ATP6AP2	7.19797154756053e-10	0.335167592700764	0.589	0.314	1.39734221652793e-05	Fibroblasts	ATP6AP2
PRNP	8.28215587263357e-10	0.295581898193778	0.582	0.323	1.60781491955436e-05	Fibroblasts	PRNP
MRFAP1	8.7079941223238e-10	0.298905850553376	0.66	0.389	1.69048289896672e-05	Fibroblasts	MRFAP1
MPG1	8.80440866489599e-10	0.349896195045921	0.433	0.212	1.70919985411626e-05	Fibroblasts	MPG
CCT7	9.85226289710747e-10	0.291287768351798	0.426	0.205	1.91261979621547e-05	Fibroblasts	CCT7
AP2M11	1.01597851371143e-09	0.400402801081642	0.617	0.369	1.97231908866801e-05	Fibroblasts	AP2M1
RNF187	1.16604917349866e-09	0.350535924280487	0.333	0.141	2.26365126051294e-05	Fibroblasts	RNF187
PDIA6	1.2555520600628e-09	0.393112152050204	0.567	0.324	2.43740321419991e-05	Fibroblasts	PDIA6
ZDHHC4	1.36232774972949e-09	0.263536959035652	0.27	0.101	2.64468686054986e-05	Fibroblasts	ZDHHC4
FGD5-AS1	1.40016663751304e-09	0.307921065480063	0.312	0.127	2.71814349340406e-05	Fibroblasts	FGD5-AS1
EAPP	1.47727519408232e-09	0.271926468852605	0.369	0.158	2.86783433427201e-05	Fibroblasts	EAPP
WASF21	1.5160317937561e-09	0.310798646000139	0.582	0.315	2.94307252121872e-05	Fibroblasts	WASF2
PDIA4	1.57126093987091e-09	0.33294371771285	0.355	0.158	3.05028886257139e-05	Fibroblasts	PDIA4
SERPINB61	1.61842041626835e-09	0.320339395587028	0.44	0.218	3.14183955410175e-05	Fibroblasts	SERPINB6
GIPC1	1.76989992262431e-09	0.253014992977427	0.262	0.098	3.43590671979058e-05	Fibroblasts	GIPC1
PHACTR21	1.7802360592969e-09	0.268356975941919	0.369	0.166	3.45597226191308e-05	Fibroblasts	PHACTR2
DNAJC15	1.83957881866939e-09	0.296477338035598	0.511	0.27	3.57117436068289e-05	Fibroblasts	DNAJC15
ZFP36L11	2.17637051984579e-09	0.47417673979013	0.645	0.389	4.22498809017662e-05	Fibroblasts	ZFP36L1
FKBP8	2.74275738654957e-09	0.339579361716411	0.567	0.321	5.32451491450868e-05	Fibroblasts	FKBP8
SLC25A37	2.87845021878187e-09	0.312930420328035	0.348	0.151	5.58793540972125e-05	Fibroblasts	SLC25A37
COPRS	3.15507582683875e-09	0.2601587422411	0.255	0.097	6.12494870264207e-05	Fibroblasts	COPRS
RPN2	3.3154719888616e-09	0.296439312366934	0.496	0.263	6.43632577197703e-05	Fibroblasts	RPN2
FUNDC2	3.47483902477011e-09	0.282864599389042	0.426	0.207	6.74570499878621e-05	Fibroblasts	FUNDC2
MORF4L2	3.76405860520776e-09	0.308323512055364	0.511	0.259	7.30716697028983e-05	Fibroblasts	MORF4L2
KRTCAP21	4.29228825759969e-09	0.313885785872861	0.745	0.472	8.33261919447828e-05	Fibroblasts	KRTCAP2
SIL1	4.52439036949466e-09	0.325260757511099	0.284	0.115	8.78319902429998e-05	Fibroblasts	SIL1
EMC7	4.69925033527551e-09	0.253056644826868	0.475	0.243	9.12265467587035e-05	Fibroblasts	EMC7
UBXN4	5.12177772756897e-09	0.252085615756018	0.624	0.357	9.94290710252964e-05	Fibroblasts	UBXN4
RTN42	5.15623782653709e-09	0.312795965109528	0.667	0.401	0.000100098044926565	Fibroblasts	RTN4
SELENOW1	5.31330248116298e-09	0.333078892958428	0.638	0.393	0.000103147141066817	Fibroblasts	SELENOW
SPINT21	5.38224779470076e-09	0.363210313290888	0.489	0.264	0.000104485576438526	Fibroblasts	SPINT2
CFDP1	5.72117421477145e-09	0.347006832935257	0.404	0.197	0.000111065155031358	Fibroblasts	CFDP1
HSBP11	7.61717679600508e-09	0.250320377584041	0.546	0.301	0.000147872253140847	Fibroblasts	HSBP1
ISCU	7.67746286032128e-09	0.406261663358768	0.674	0.429	0.000149042586507417	Fibroblasts	ISCU
TMEM181	7.80037755072193e-09	0.294064067761668	0.277	0.109	0.000151428729392165	Fibroblasts	TMEM18
SETD5	8.45445664071888e-09	0.303404743772276	0.319	0.138	0.000164126366766276	Fibroblasts	SETD5
BORCS71	8.89870161920161e-09	0.268865775550821	0.355	0.161	0.000172750494533561	Fibroblasts	BORCS7
TMED3	9.62360846340656e-09	0.25199813340353	0.355	0.163	0.000186823111100112	Fibroblasts	TMED3
NDRG11	9.91729105923322e-09	0.494382668225766	0.362	0.168	0.000192524371332894	Fibroblasts	NDRG1
TIMMDC11	1.01503666083955e-08	0.250372780834511	0.298	0.125	0.000197049066968781	Fibroblasts	TIMMDC1
RBMS1	1.03522540785954e-08	0.275630218129828	0.518	0.275	0.000200968308427773	Fibroblasts	RBMS1
ASPH	1.07069274058645e-08	0.250470434925274	0.277	0.112	0.000207853581730047	Fibroblasts	ASPH
NR4A12	1.09992416638403e-08	0.602737937082803	0.433	0.234	0.000213528278420131	Fibroblasts	NR4A1
RNH1	1.12303482891241e-08	0.267929205623938	0.539	0.297	0.000218014751336766	Fibroblasts	RNH1
TMBIM4	1.20196655562522e-08	0.306799002863093	0.574	0.331	0.000233337767443524	Fibroblasts	TMBIM4
MRPL51	1.3254741054771e-08	0.333250844936123	0.589	0.34	0.000257314288096268	Fibroblasts	MRPL51
SLC44A1	1.36332308508126e-08	0.265737215317062	0.348	0.158	0.000264661910506825	Fibroblasts	SLC44A1
PFDN6	1.41055254092537e-08	0.263169717263393	0.291	0.121	0.000273830564769842	Fibroblasts	PFDN6
ATF41	1.43066168145153e-08	0.263301067457466	0.723	0.472	0.000277734352220186	Fibroblasts	ATF4
OCIAD11	1.47085162170041e-08	0.323982208469609	0.511	0.284	0.000285536425320701	Fibroblasts	OCIAD1
SRP91	1.52571114134305e-08	0.307619001643709	0.539	0.301	0.000296186303868925	Fibroblasts	SRP9
PPP1R12A	1.54471038934108e-08	0.328531749354076	0.454	0.232	0.000299874627882783	Fibroblasts	PPP1R12A
ERH	1.65294719722504e-08	0.389746475947899	0.596	0.356	0.000320886639397297	Fibroblasts	ERH
VPS36	1.68813879378717e-08	0.336768583622323	0.312	0.135	0.000327718384037904	Fibroblasts	VPS36
LY6E1	1.88111083561952e-08	0.454075757770493	0.631	0.387	0.000365180046518818	Fibroblasts	LY6E
ATP5PF2	1.90185815297918e-08	0.309394404072985	0.695	0.435	0.000369207723237848	Fibroblasts	ATP5PF
NDUFA13	1.95401958494711e-08	0.281061669088581	0.794	0.558	0.000379333822025782	Fibroblasts	NDUFA13
HSD17B121	2.15913298193671e-08	0.278925339120548	0.426	0.215	0.000419152485783374	Fibroblasts	HSD17B12
GAA	2.23562398863168e-08	0.312537057832803	0.277	0.118	0.000434001684913068	Fibroblasts	GAA
MT-ATP6	2.37435324037183e-08	0.269461709582985	0.993	0.961	0.000460933194553383	Fibroblasts	MT-ATP6
NDUFB10	2.39466527079303e-08	0.340910139356395	0.582	0.334	0.000464876369019051	Fibroblasts	NDUFB10
TMED4	2.42210058859894e-08	0.266551548859374	0.397	0.191	0.000470202387264713	Fibroblasts	TMED4
HOOK3	2.43389342498586e-08	0.294909807001603	0.355	0.169	0.000472491730592505	Fibroblasts	HOOK3
MFSD10	2.74762835600361e-08	0.32569652072243	0.383	0.186	0.000533397092750981	Fibroblasts	MFSD10
TPM41	2.766138154673e-08	0.326277400306308	0.645	0.403	0.00053699039996667	Fibroblasts	TPM4
SEM11	3.16282438485152e-08	0.301564499330212	0.674	0.431	0.000613999097831226	Fibroblasts	SEM1
UPF3A1	3.75138658920175e-08	0.291403091358917	0.298	0.129	0.000728256678561735	Fibroblasts	UPF3A
JUN	3.79339791721993e-08	0.890783364484534	0.723	0.63	0.000736412337669906	Fibroblasts	JUN
ATP5F1D	4.08259535089997e-08	0.285053210291121	0.723	0.484	0.000792554235470212	Fibroblasts	ATP5F1D
CHMP2A	4.65319552357151e-08	0.319853944472958	0.518	0.306	0.000903324846990938	Fibroblasts	CHMP2A
YBX32	4.71818864922454e-08	0.265611799026552	0.511	0.283	0.00091594196247396	Fibroblasts	YBX3
ST13	4.75745783633291e-08	0.322265523121217	0.688	0.47	0.000923565289767308	Fibroblasts	ST13
PSMB11	6.13068765673106e-08	0.275108224939409	0.66	0.409	0.0011901503948012	Fibroblasts	PSMB1
SKP1	6.15526286200918e-08	0.266416170679104	0.844	0.655	0.00119492117940184	Fibroblasts	SKP1
C11orf58	6.81396605805946e-08	0.279994355322337	0.695	0.446	0.00132279523085108	Fibroblasts	C11orf58
U2SURP1	7.10297476974402e-08	0.322764565344038	0.383	0.188	0.00137890049205041	Fibroblasts	U2SURP
DPM3	7.52083724327749e-08	0.252213097731206	0.383	0.194	0.00146002013403746	Fibroblasts	DPM3
SDHD	7.55492367007248e-08	0.309255065527099	0.454	0.254	0.00146663733207117	Fibroblasts	SDHD
DUT1	8.26864797433036e-08	0.328961324256799	0.496	0.277	0.00160519263125675	Fibroblasts	DUT
MED13L1	8.3568629867115e-08	0.273405021884756	0.255	0.105	0.0016223178116103	Fibroblasts	MED13L
NME21	9.33855946518936e-08	0.299829644171385	0.837	0.579	0.00181289454897721	Fibroblasts	NME2
AFF41	9.34488905388119e-08	0.293022661054232	0.397	0.204	0.00181412331202995	Fibroblasts	AFF4
HSD17B10	9.77133264054272e-08	0.319702209467317	0.411	0.21	0.00189690880550856	Fibroblasts	HSD17B10
PPDPF	1.0183642616112e-07	0.27543867081803	0.83	0.61	0.00197695054106581	Fibroblasts	PPDPF
VCP	1.38657907355909e-07	0.260990752110861	0.433	0.229	0.00269176595550027	Fibroblasts	VCP
GET3	1.44565076506305e-07	0.269572064143802	0.34	0.167	0.0028064418302169	Fibroblasts	GET3
FAM162A	1.53468475035172e-07	0.256417407561434	0.433	0.229	0.00297928350585779	Fibroblasts	FAM162A
VDAC2	1.66563348722948e-07	0.261296405072723	0.638	0.407	0.00323349428875859	Fibroblasts	VDAC2
EIF4A2	1.6679083545644e-07	0.251902075772377	0.83	0.642	0.00323791048871588	Fibroblasts	EIF4A2
NDUFB41	1.68454923235638e-07	0.306413125194023	0.723	0.476	0.00327021542477344	Fibroblasts	NDUFB4
ATP5F1A	2.48942885791924e-07	0.321149698930072	0.596	0.371	0.00483272824187862	Fibroblasts	ATP5F1A
ECHS1	2.54765684201705e-07	0.267251622125262	0.348	0.175	0.00494576622740769	Fibroblasts	ECHS1
SERTAD11	3.89361533547061e-07	0.357847517097915	0.496	0.311	0.0075586754507491	Fibroblasts	SERTAD1
POLR2F	4.4429009314647e-07	0.257234310081168	0.461	0.263	0.00862500357825242	Fibroblasts	POLR2F
RAB2A	5.05261702275204e-07	0.412601419196384	0.489	0.293	0.00980864542626854	Fibroblasts	RAB2A
NDUFB3	6.28574908483281e-07	0.294741145678773	0.532	0.311	0.0122025246983859	Fibroblasts	NDUFB3
URM1	7.07342142356059e-07	0.258093072634848	0.284	0.132	0.0137316330095582	Fibroblasts	URM1
EIF3L	8.74209059035572e-07	0.350992280542112	0.631	0.436	0.0169710204630576	Fibroblasts	EIF3L
SSR2	8.76088746570082e-07	0.288852601124829	0.78	0.596	0.017007510837165	Fibroblasts	SSR2
NDUFAF3	8.85182836308732e-07	0.260404779796373	0.468	0.269	0.0171840544012614	Fibroblasts	NDUFAF3
HADHA	9.87919511628136e-07	0.25708579349308	0.489	0.28	0.019178481479237	Fibroblasts	HADHA
MT-ND51	1.26553067804506e-06	0.295595281550159	0.894	0.675	0.0245677470528887	Fibroblasts	MT-ND5
TMEM258	1.27773641079281e-06	0.297243743751077	0.738	0.539	0.0248046969427208	Fibroblasts	TMEM258
SDHC1	1.30061442095765e-06	0.266715263702788	0.426	0.236	0.0252488277540509	Fibroblasts	SDHC
ARL6IP4	1.32399994838696e-06	0.265883893156122	0.73	0.516	0.0257028109980361	Fibroblasts	ARL6IP4
EDF11	1.38810023994946e-06	0.281145770127461	0.816	0.637	0.0269471899581389	Fibroblasts	EDF1
LSM2	1.66190202027456e-06	0.282260231077089	0.404	0.223	0.0322625039195901	Fibroblasts	LSM2
TMEM141	1.67906289343351e-06	0.300990245469688	0.291	0.143	0.0325956479502248	Fibroblasts	TMEM141
MICOS13	1.88303868142458e-06	0.255159817572452	0.482	0.291	0.0365554299224955	Fibroblasts	MICOS13
TLN1	1.94227102410217e-06	0.316804871762833	0.454	0.271	0.0377053073908954	Fibroblasts	TLN1
RPS27L	2.28444112228667e-06	0.251478860661177	0.73	0.488	0.0443478555069511	Fibroblasts	RPS27L
TMEM179B	2.68308354052261e-06	0.272940971771294	0.333	0.174	0.0520867007721654	Fibroblasts	TMEM179B
EIF3E	2.79146901077029e-06	0.330621301046545	0.83	0.666	0.0541907879060837	Fibroblasts	EIF3E
GNB21	2.96106672100113e-06	0.255677402414054	0.504	0.297	0.057483188254795	Fibroblasts	GNB2
NDUFB11	3.54992177921683e-06	0.28063569028464	0.645	0.434	0.0689146314999362	Fibroblasts	NDUFB11
VIM2	4.18831686093808e-06	0.252502873355375	0.972	0.863	0.0813077952213909	Fibroblasts	VIM
NDUFS21	5.38705805549889e-06	0.269385882420158	0.326	0.175	0.1045789580314	Fibroblasts	NDUFS2
FOSB1	6.99577280035833e-06	0.419523579492247	0.596	0.437	0.135808937373356	Fibroblasts	FOSB
MEF2C2	7.01320840000151e-06	0.368150287668765	0.27	0.135	0.136147414669229	Fibroblasts	MEF2C
PPA11	7.29324470042965e-06	0.258347265002376	0.596	0.372	0.141583759369441	Fibroblasts	PPA1
SUMO2	1.06642905202556e-05	0.26439163123334	0.823	0.68	0.207025871869722	Fibroblasts	SUMO2
PGLS1	1.3296886272359e-05	0.285778122415358	0.447	0.263	0.258132453205305	Fibroblasts	PGLS
LARP7	1.51141282903484e-05	0.286813736525812	0.298	0.161	0.293410572500533	Fibroblasts	LARP7
PURA	1.56149799991119e-05	0.25883186199121	0.262	0.126	0.30313360672276	Fibroblasts	PURA
ERGIC1	2.42681432808639e-05	0.252764300887998	0.277	0.143	0.471117465511412	Fibroblasts	ERGIC1
RBM3	2.69726343045897e-05	0.286643628092061	0.674	0.49	0.523619749754999	Fibroblasts	RBM3
MAFF2	0.000146591419043631	0.268084673783623	0.348	0.212	1	Fibroblasts	MAFF
IRF12	0.000160754035866596	0.276076503556745	0.496	0.339	1	Fibroblasts	IRF1
NDUFA41	0.000219201094395169	0.297833050698205	0.73	0.612	1	Fibroblasts	NDUFA4
DBNDD21	0.000748589059870952	0.354129473679381	0.262	0.165	1	Fibroblasts	DBNDD2
PPP1R15A1	0.000855269713413503	0.257711564091705	0.553	0.447	1	Fibroblasts	PPP1R15A
GRINA1	0.0010408519425437	0.297963052748864	0.326	0.204	1	Fibroblasts	GRINA
DNAJB1	0.00241594038751308	0.412136926999159	0.596	0.533	1	Fibroblasts	DNAJB1
JUNB3	0.00703711123416906	0.433683936339645	0.787	0.82	1	Fibroblasts	JUNB
GPNMB	1.43627696203879e-164	1.88586792920241	0.854	0.051	2.78824446640591e-160	Macrophages	GPNMB
FCGR1A	3.30629097849435e-149	0.771868432411628	0.608	0.015	6.41850267655108e-145	Macrophages	FCGR1A
MS4A4A1	1.34884723362805e-145	1.14552739376419	0.777	0.046	2.61851713464213e-141	Macrophages	MS4A4A
SMIM25	6.59442824263203e-143	1.02708240083432	0.677	0.027	1.28017635474216e-138	Macrophages	SMIM25
S100A9	6.59650028737524e-142	1.65220496052038	0.808	0.056	1.28057860078816e-137	Macrophages	S100A9
TREM21	1.15254484912573e-138	1.28517880709238	0.769	0.051	2.23743531560778e-134	Macrophages	TREM2
C1QB1	3.66492627849996e-138	2.67969243228613	0.962	0.122	7.11472138445198e-134	Macrophages	C1QB
MARCO	1.04421001337322e-137	1.96935971263271	0.523	0.009	2.02712489896143e-133	Macrophages	MARCO
SLC7A7	5.59875811302247e-137	1.08082011256594	0.785	0.056	1.08688691248105e-132	Macrophages	SLC7A7
C1QA1	2.08680796301311e-135	2.59484791663931	0.992	0.142	4.05112029859735e-131	Macrophages	C1QA
MRC11	4.34872355848891e-135	1.64735559358667	0.892	0.09	8.44217704409452e-131	Macrophages	MRC1
C1QC1	1.78529069581323e-134	2.25244856468852	0.923	0.1	3.46578482778222e-130	Macrophages	C1QC
MS4A71	1.31065698170717e-133	1.52283927288248	0.923	0.101	2.54437839858812e-129	Macrophages	MS4A7
FCGR3A1	1.49099910415032e-133	1.34363602909569	0.692	0.037	2.89447656088701e-129	Macrophages	FCGR3A
SCD	7.64639632128058e-132	0.908482755794953	0.608	0.022	1.4843949178502e-127	Macrophages	SCD
ACP5	2.47665451844166e-128	1.99263071136207	0.854	0.095	4.8079294166508e-124	Macrophages	ACP5
CD1631	3.71138953108122e-128	0.963597872297798	0.746	0.051	7.20492049668797e-124	Macrophages	CD163
KCNMA1	8.09791122903827e-126	0.578939564983824	0.531	0.014	1.5720475068932e-121	Macrophages	KCNMA1
CD681	5.33977134711039e-125	2.08535678377456	0.969	0.165	1.03660981161454e-120	Macrophages	CD68
PCOLCE2	1.28229220666806e-124	0.715179580352718	0.454	0.005	2.48931386080471e-120	Macrophages	PCOLCE2
CCL23	3.15871337603259e-121	0.760056807021677	0.477	0.009	6.13201027689208e-117	Macrophages	CCL23
NCF21	5.90159824137989e-121	0.974498882666847	0.769	0.065	1.14567726659908e-116	Macrophages	NCF2
SLCO2B12	1.22349622279674e-119	1.09159062994606	0.792	0.07	2.37517321731531e-115	Macrophages	SLCO2B1
RBP4	8.42584114256508e-118	0.750180096837682	0.423	0.004	1.63570854100616e-113	Macrophages	RBP4
SLC11A1	2.59466873299323e-116	0.961254694623083	0.677	0.045	5.03703041135975e-112	Macrophages	SLC11A1
MSR11	8.68181257900495e-116	1.21625146100022	0.646	0.04	1.68540027596223e-111	Macrophages	MSR1
CLEC7A1	1.39088315273131e-111	0.945709435207087	0.862	0.096	2.70012146439729e-107	Macrophages	CLEC7A
CYBB1	1.97129724753218e-111	1.04040246922757	0.823	0.086	3.82687934663423e-107	Macrophages	CYBB
DNAJC5B	1.22705396698153e-110	0.485656902593885	0.423	0.007	2.38207986610125e-106	Macrophages	DNAJC5B
PARAL1	1.6493862505038e-110	0.475334345552792	0.415	0.006	3.20195352810302e-106	Macrophages	PARAL1
TNFSF131	2.09956028386119e-110	1.18624655113619	0.862	0.107	4.07587637905973e-106	Macrophages	TNFSF13
VSIG4	2.48798302633241e-110	1.26770826247174	0.608	0.037	4.82992144901911e-106	Macrophages	VSIG4
NPL	7.30796655421198e-110	0.731617140842543	0.538	0.023	1.41869554716917e-105	Macrophages	NPL
GM2A	3.1234754995261e-109	0.97564933692739	0.738	0.066	6.06360298723002e-105	Macrophages	GM2A
IGSF61	3.44322794301611e-109	1.48324855828563	0.846	0.106	6.68433840577718e-105	Macrophages	IGSF6
CYP27A1	1.81494472931131e-108	0.745599956268757	0.623	0.042	3.52335220301204e-104	Macrophages	CYP27A1
PILRA1	6.33885600609585e-108	0.74421678882883	0.677	0.05	1.23056211646339e-103	Macrophages	PILRA
C2	7.11146967404205e-108	0.676603390247614	0.662	0.048	1.38054960782178e-103	Macrophages	C2
NCEH1	1.41929374626023e-107	0.488598384218495	0.523	0.021	2.75527494961498e-103	Macrophages	NCEH1
OTOA	2.20782707924204e-107	0.61089626173901	0.431	0.009	4.28605470893256e-103	Macrophages	OTOA
GAPLINC	2.55896379427049e-107	0.437529144204234	0.438	0.01	4.96771641381731e-103	Macrophages	GAPLINC
AIF11	2.01722513575678e-106	1.6694894430843	0.977	0.156	3.91603915604464e-102	Macrophages	AIF1
PLA2G7	4.13668949414669e-106	0.746783649848766	0.492	0.018	8.03055531498697e-102	Macrophages	PLA2G7
TREM1	2.75729764520963e-103	1.06647320537597	0.615	0.045	5.35274191864545e-99	Macrophages	TREM1
PPARG	6.80648086994731e-102	0.616645240557545	0.538	0.028	1.32134213128287e-97	Macrophages	PPARG
IFI301	4.13557435334195e-101	2.02627842230986	0.969	0.201	8.02839049214272e-97	Macrophages	IFI30
AC020656.1	5.69307539364644e-101	2.16740394881234	0.762	0.091	1.10519672616858e-96	Macrophages	AC020656.1
MCEMP1	8.54458537274988e-99	1.34420378586611	0.508	0.026	1.65876035841193e-94	Macrophages	MCEMP1
FUCA1	1.16330657454813e-98	1.44807733145265	0.723	0.079	2.25832705317028e-94	Macrophages	FUCA1
TYROBP1	6.68139142322816e-98	2.06783928464254	0.992	0.266	1.29705851699128e-93	Macrophages	TYROBP
AC026369.3	1.32973594263995e-97	0.659982050298317	0.438	0.014	2.58141638544693e-93	Macrophages	AC026369.3
AGRP	1.0696383928595e-95	0.328391993430605	0.362	0.005	2.07648901205815e-91	Macrophages	AGRP
NUPR11	3.89876367817013e-95	1.77221352743462	0.838	0.135	7.56866992843168e-91	Macrophages	NUPR1
SLC15A31	8.40230812357271e-95	0.618955045407456	0.646	0.057	1.63114007602917e-90	Macrophages	SLC15A3
MS4A6A1	1.78494452701681e-94	1.23253251179854	0.915	0.129	3.46511281029774e-90	Macrophages	MS4A6A
APOC1	2.00372848785675e-94	3.54989966195956	0.915	0.221	3.88983811347632e-90	Macrophages	APOC1
LIPA	2.41485047207907e-94	1.61356960710777	0.831	0.133	4.6879492214471e-90	Macrophages	LIPA
